date,product_id,product_name,category,warehouse,units_sold,unit_price,revenue,stock_level,reorder_point,supplier_lead_time
2024-01-02,19,Product_19,Food,Valparaiso,5,16016,80080,97,27,7
2024-01-02,20,Product_20,Industrial,Concepcion,8,28897,231176,69,54,8
2024-01-02,21,Product_21,Home,Valparaiso,8,7612,60896,119,54,14
2024-01-02,22,Product_22,Electronics,Concepcion,7,28483,199381,61,52,14
2024-01-02,23,Product_23,Home,Valparaiso,5,22159,110795,107,24,14
2024-01-02,24,Product_24,Food,Santiago,7,49974,349818,54,60,14
2024-01-02,25,Product_25,Food,Concepcion,4,45994,183976,145,47,6
2024-01-02,26,Product_26,Home,Concepcion,5,19541,97705,112,26,13
2024-01-02,27,Product_27,Home,Santiago,6,40920,245520,51,92,12
2024-01-02,28,Product_28,Home,Valparaiso,6,31531,189186,108,91,9
2024-01-02,29,Product_29,Food,Santiago,3,6585,19755,153,31,14
2024-01-02,30,Product_30,Food,Valparaiso,8,8943,71544,117,53,11
2024-01-02,31,Product_31,Electronics,Concepcion,3,28939,86817,62,52,9
2024-01-02,32,Product_32,Electronics,Santiago,3,24457,73371,67,67,3
2024-01-02,33,Product_33,Food,Santiago,0,6021,0,69,42,3
2024-01-02,34,Product_34,Home,Concepcion,6,16653,99918,50,81,11
2024-01-02,35,Product_35,Home,Concepcion,3,48573,145719,93,56,13
2024-01-02,36,Product_36,Electronics,Santiago,3,18417,55251,120,63,11
2024-01-02,37,Product_37,Food,Santiago,3,45757,137271,100,54,6
2024-01-02,38,Product_38,Electronics,Santiago,6,14692,88152,104,84,11
2024-01-02,39,Product_39,Electronics,Valparaiso,4,11873,47492,20,66,5
2024-01-02,40,Product_40,Industrial,Concepcion,4,10675,42700,132,97,9
2024-01-02,41,Product_41,Industrial,Santiago,4,5161,20644,114,22,8
2024-01-02,42,Product_42,Industrial,Valparaiso,4,42065,168260,76,20,10
2024-01-02,43,Product_43,Home,Valparaiso,11,31557,347127,49,24,13
2024-01-02,44,Product_44,Food,Concepcion,1,38763,38763,72,33,11
2024-01-02,45,Product_45,Food,Santiago,8,37606,300848,90,46,7
2024-01-02,46,Product_46,Food,Valparaiso,7,16534,115738,97,28,3
2024-01-02,47,Product_47,Food,Santiago,4,34127,136508,109,98,5
2024-01-02,48,Product_48,Industrial,Santiago,4,45397,181588,48,34,12
2024-01-02,49,Product_49,Home,Santiago,2,30851,61702,51,61,14
2024-01-02,50,Product_50,Home,Concepcion,4,6016,24064,116,96,10
2024-01-03,1,Product_1,Industrial,Valparaiso,8,24118,192944,81,81,5
2024-01-03,2,Product_2,Food,Concepcion,4,40773,163092,100,59,9
2024-01-03,3,Product_3,Electronics,Valparaiso,8,6899,55192,82,99,3
2024-01-03,4,Product_4,Industrial,Santiago,5,6267,31335,103,72,6
2024-01-03,5,Product_5,Industrial,Concepcion,7,36551,255857,47,43,6
2024-01-03,6,Product_6,Food,Concepcion,5,16394,81970,134,45,7
2024-01-03,7,Product_7,Electronics,Valparaiso,7,8556,59892,124,79,9
2024-01-03,8,Product_8,Electronics,Concepcion,3,8890,26670,104,60,9
2024-01-03,9,Product_9,Industrial,Santiago,6,46606,279636,57,48,13
2024-01-03,10,Product_10,Home,Concepcion,4,35740,142960,115,34,6
2024-01-03,11,Product_11,Industrial,Concepcion,10,19502,195020,86,64,9
2024-01-03,12,Product_12,Industrial,Santiago,1,26777,26777,64,84,13
2024-01-03,13,Product_13,Industrial,Valparaiso,10,15627,156270,90,90,5
2024-01-03,14,Product_14,Industrial,Concepcion,5,13792,68960,75,28,8
2024-01-03,15,Product_15,Food,Valparaiso,5,48323,241615,129,20,14
2024-01-03,16,Product_16,Electronics,Concepcion,7,48021,336147,93,27,4
2024-01-03,17,Product_17,Food,Valparaiso,3,13433,40299,116,82,12
2024-01-03,18,Product_18,Food,Concepcion,6,48001,288006,81,30,11
2024-01-03,19,Product_19,Food,Valparaiso,5,16016,80080,170,27,7
2024-01-03,20,Product_20,Industrial,Valparaiso,5,28897,144485,128,54,8
2024-01-03,21,Product_21,Home,Valparaiso,6,7612,45672,126,54,14
2024-01-03,22,Product_22,Electronics,Santiago,5,28483,142415,71,52,14
2024-01-03,23,Product_23,Home,Concepcion,8,22159,177272,127,24,14
2024-01-03,24,Product_24,Food,Concepcion,4,49974,199896,112,60,14
2024-01-03,25,Product_25,Food,Concepcion,4,45994,183976,94,47,6
2024-01-03,26,Product_26,Home,Valparaiso,2,19541,39082,104,26,13
2024-01-03,27,Product_27,Home,Santiago,2,40920,81840,124,92,12
2024-01-03,28,Product_28,Home,Santiago,3,31531,94593,55,91,9
2024-01-03,29,Product_29,Food,Concepcion,7,6585,46095,86,31,14
2024-01-03,30,Product_30,Food,Concepcion,4,8943,35772,105,53,11
2024-01-03,31,Product_31,Electronics,Concepcion,7,28939,202573,86,52,9
2024-01-03,32,Product_32,Electronics,Valparaiso,1,24457,24457,133,67,3
2024-01-03,33,Product_33,Food,Concepcion,6,6021,36126,133,42,3
2024-01-03,34,Product_34,Home,Concepcion,8,16653,133224,139,81,11
2024-01-03,35,Product_35,Home,Concepcion,4,48573,194292,62,56,13
2024-01-03,36,Product_36,Electronics,Concepcion,4,18417,73668,143,63,11
2024-01-03,37,Product_37,Food,Valparaiso,2,45757,91514,80,54,6
2024-01-03,38,Product_38,Electronics,Santiago,4,14692,58768,128,84,11
2024-01-03,39,Product_39,Electronics,Concepcion,2,11873,23746,52,66,5
2024-01-03,40,Product_40,Industrial,Valparaiso,8,10675,85400,116,97,9
2024-01-03,41,Product_41,Industrial,Santiago,5,5161,25805,99,22,8
2024-01-03,42,Product_42,Industrial,Santiago,1,42065,42065,88,20,10
2024-01-03,43,Product_43,Home,Valparaiso,3,31557,94671,94,24,13
2024-01-03,44,Product_44,Food,Santiago,4,38763,155052,78,33,11
2024-01-03,45,Product_45,Food,Valparaiso,7,37606,263242,104,46,7
2024-01-03,46,Product_46,Food,Valparaiso,7,16534,115738,115,28,3
2024-01-03,47,Product_47,Food,Santiago,7,34127,238889,117,98,5
2024-01-03,48,Product_48,Industrial,Concepcion,8,45397,363176,111,34,12
2024-01-03,49,Product_49,Home,Santiago,4,30851,123404,97,61,14
2024-01-03,50,Product_50,Home,Santiago,3,6016,18048,115,96,10
2024-01-04,1,Product_1,Industrial,Valparaiso,3,24118,72354,145,81,5
2024-01-04,2,Product_2,Food,Valparaiso,7,40773,285411,149,59,9
2024-01-04,3,Product_3,Electronics,Valparaiso,5,6899,34495,99,99,3
2024-01-04,4,Product_4,Industrial,Santiago,5,6267,31335,135,72,6
2024-01-04,5,Product_5,Industrial,Concepcion,6,36551,219306,98,43,6
2024-01-04,6,Product_6,Food,Santiago,5,16394,81970,114,45,7
2024-01-04,7,Product_7,Electronics,Santiago,4,8556,34224,90,79,9
2024-01-04,8,Product_8,Electronics,Valparaiso,5,8890,44450,162,60,9
2024-01-04,9,Product_9,Industrial,Santiago,3,46606,139818,96,48,13
2024-01-04,10,Product_10,Home,Valparaiso,2,35740,71480,68,34,6
2024-01-04,11,Product_11,Industrial,Concepcion,3,19502,58506,53,64,9
2024-01-04,12,Product_12,Industrial,Santiago,3,26777,80331,115,84,13
2024-01-04,13,Product_13,Industrial,Valparaiso,4,15627,62508,78,90,5
2024-01-04,14,Product_14,Industrial,Santiago,10,13792,137920,114,28,8
2024-01-04,15,Product_15,Food,Santiago,6,48323,289938,130,20,14
2024-01-04,16,Product_16,Electronics,Valparaiso,2,48021,96042,92,27,4
2024-01-04,17,Product_17,Food,Concepcion,8,13433,107464,94,82,12
2024-01-04,18,Product_18,Food,Valparaiso,7,48001,336007,100,30,11
2024-01-04,19,Product_19,Food,Valparaiso,5,16016,80080,101,27,7
2024-01-04,20,Product_20,Industrial,Concepcion,4,28897,115588,133,54,8
2024-01-04,21,Product_21,Home,Santiago,6,7612,45672,122,54,14
2024-01-04,22,Product_22,Electronics,Valparaiso,4,28483,113932,108,52,14
2024-01-04,23,Product_23,Home,Valparaiso,5,22159,110795,127,24,14
2024-01-04,24,Product_24,Food,Concepcion,7,49974,349818,52,60,14
2024-01-04,25,Product_25,Food,Valparaiso,5,45994,229970,82,47,6
2024-01-04,26,Product_26,Home,Valparaiso,1,19541,19541,101,26,13
2024-01-04,27,Product_27,Home,Santiago,7,40920,286440,62,92,12
2024-01-04,28,Product_28,Home,Santiago,7,31531,220717,79,91,9
2024-01-04,29,Product_29,Food,Concepcion,4,6585,26340,101,31,14
2024-01-04,30,Product_30,Food,Santiago,6,8943,53658,95,53,11
2024-01-04,31,Product_31,Electronics,Valparaiso,4,28939,115756,131,52,9
2024-01-04,32,Product_32,Electronics,Valparaiso,7,24457,171199,84,67,3
2024-01-04,33,Product_33,Food,Santiago,3,6021,18063,81,42,3
2024-01-04,34,Product_34,Home,Valparaiso,5,16653,83265,121,81,11
2024-01-04,35,Product_35,Home,Valparaiso,6,48573,291438,70,56,13
2024-01-04,36,Product_36,Electronics,Valparaiso,5,18417,92085,118,63,11
2024-01-04,37,Product_37,Food,Valparaiso,6,45757,274542,169,54,6
2024-01-04,38,Product_38,Electronics,Santiago,5,14692,73460,111,84,11
2024-01-04,39,Product_39,Electronics,Valparaiso,4,11873,47492,139,66,5
2024-01-04,40,Product_40,Industrial,Valparaiso,9,10675,96075,101,97,9
2024-01-04,41,Product_41,Industrial,Concepcion,5,5161,25805,83,22,8
2024-01-04,42,Product_42,Industrial,Valparaiso,6,42065,252390,129,20,10
2024-01-04,43,Product_43,Home,Santiago,5,31557,157785,76,24,13
2024-01-04,44,Product_44,Food,Santiago,1,38763,38763,110,33,11
2024-01-04,45,Product_45,Food,Valparaiso,6,37606,225636,63,46,7
2024-01-04,46,Product_46,Food,Valparaiso,5,16534,82670,117,28,3
2024-01-04,47,Product_47,Food,Concepcion,5,34127,170635,88,98,5
2024-01-04,48,Product_48,Industrial,Santiago,5,45397,226985,78,34,12
2024-01-04,49,Product_49,Home,Valparaiso,6,30851,185106,64,61,14
2024-01-04,50,Product_50,Home,Santiago,4,6016,24064,45,96,10
2024-01-05,1,Product_1,Industrial,Concepcion,1,24118,24118,83,81,5
2024-01-05,2,Product_2,Food,Santiago,5,40773,203865,111,59,9
2024-01-05,3,Product_3,Electronics,Valparaiso,4,6899,27596,64,99,3
2024-01-05,4,Product_4,Industrial,Santiago,8,6267,50136,98,72,6
2024-01-05,5,Product_5,Industrial,Concepcion,4,36551,146204,117,43,6
2024-01-05,6,Product_6,Food,Santiago,6,16394,98364,115,45,7
2024-01-05,7,Product_7,Electronics,Concepcion,2,8556,17112,123,79,9
2024-01-05,8,Product_8,Electronics,Santiago,1,8890,8890,136,60,9
2024-01-05,9,Product_9,Industrial,Santiago,9,46606,419454,76,48,13
2024-01-05,10,Product_10,Home,Valparaiso,5,35740,178700,95,34,6
2024-01-05,11,Product_11,Industrial,Valparaiso,5,19502,97510,97,64,9
2024-01-05,12,Product_12,Industrial,Valparaiso,6,26777,160662,67,84,13
2024-01-05,13,Product_13,Industrial,Valparaiso,6,15627,93762,93,90,5
2024-01-05,14,Product_14,Industrial,Concepcion,3,13792,41376,91,28,8
2024-01-05,15,Product_15,Food,Valparaiso,9,48323,434907,109,20,14
2024-01-05,16,Product_16,Electronics,Valparaiso,4,48021,192084,100,27,4
2024-01-05,17,Product_17,Food,Concepcion,7,13433,94031,154,82,12
2024-01-05,18,Product_18,Food,Concepcion,8,48001,384008,118,30,11
2024-01-05,19,Product_19,Food,Valparaiso,6,16016,96096,135,27,7
2024-01-05,20,Product_20,Industrial,Santiago,3,28897,86691,81,54,8
2024-01-05,21,Product_21,Home,Valparaiso,4,7612,30448,75,54,14
2024-01-05,22,Product_22,Electronics,Valparaiso,5,28483,142415,37,52,14
2024-01-05,23,Product_23,Home,Concepcion,3,22159,66477,100,24,14
2024-01-05,24,Product_24,Food,Valparaiso,5,49974,249870,132,60,14
2024-01-05,25,Product_25,Food,Santiago,2,45994,91988,70,47,6
2024-01-05,26,Product_26,Home,Santiago,6,19541,117246,111,26,13
2024-01-05,27,Product_27,Home,Santiago,3,40920,122760,105,92,12
2024-01-05,28,Product_28,Home,Santiago,8,31531,252248,117,91,9
2024-01-05,29,Product_29,Food,Santiago,8,6585,52680,87,31,14
2024-01-05,30,Product_30,Food,Valparaiso,5,8943,44715,115,53,11
2024-01-05,31,Product_31,Electronics,Santiago,7,28939,202573,122,52,9
2024-01-05,32,Product_32,Electronics,Valparaiso,1,24457,24457,136,67,3
2024-01-05,33,Product_33,Food,Santiago,2,6021,12042,67,42,3
2024-01-05,34,Product_34,Home,Valparaiso,3,16653,49959,41,81,11
2024-01-05,35,Product_35,Home,Concepcion,6,48573,291438,107,56,13
2024-01-05,36,Product_36,Electronics,Santiago,9,18417,165753,102,63,11
2024-01-05,37,Product_37,Food,Concepcion,5,45757,228785,77,54,6
2024-01-05,38,Product_38,Electronics,Valparaiso,8,14692,117536,75,84,11
2024-01-05,39,Product_39,Electronics,Concepcion,7,11873,83111,118,66,5
2024-01-05,40,Product_40,Industrial,Concepcion,5,10675,53375,161,97,9
2024-01-05,41,Product_41,Industrial,Valparaiso,4,5161,20644,110,22,8
2024-01-05,42,Product_42,Industrial,Santiago,4,42065,168260,74,20,10
2024-01-05,43,Product_43,Home,Concepcion,3,31557,94671,84,24,13
2024-01-05,44,Product_44,Food,Santiago,7,38763,271341,136,33,11
2024-01-05,45,Product_45,Food,Santiago,8,37606,300848,89,46,7
2024-01-05,46,Product_46,Food,Santiago,8,16534,132272,87,28,3
2024-01-05,47,Product_47,Food,Santiago,7,34127,238889,100,98,5
2024-01-05,48,Product_48,Industrial,Valparaiso,2,45397,90794,91,34,12
2024-01-05,49,Product_49,Home,Santiago,7,30851,215957,95,61,14
2024-01-05,50,Product_50,Home,Valparaiso,5,6016,30080,139,96,10
2024-01-06,1,Product_1,Industrial,Valparaiso,2,24118,48236,80,81,5
2024-01-06,2,Product_2,Food,Santiago,7,40773,285411,39,59,9
2024-01-06,3,Product_3,Electronics,Concepcion,4,6899,27596,87,99,3
2024-01-06,4,Product_4,Industrial,Concepcion,5,6267,31335,115,72,6
2024-01-06,5,Product_5,Industrial,Valparaiso,6,36551,219306,108,43,6
2024-01-06,6,Product_6,Food,Concepcion,6,16394,98364,122,45,7
2024-01-06,7,Product_7,Electronics,Valparaiso,3,8556,25668,87,79,9
2024-01-06,8,Product_8,Electronics,Concepcion,6,8890,53340,97,60,9
2024-01-06,9,Product_9,Industrial,Santiago,7,46606,326242,96,48,13
2024-01-06,10,Product_10,Home,Santiago,1,35740,35740,93,34,6
2024-01-06,11,Product_11,Industrial,Valparaiso,4,19502,78008,89,64,9
2024-01-06,12,Product_12,Industrial,Santiago,3,26777,80331,123,84,13
2024-01-06,13,Product_13,Industrial,Santiago,6,15627,93762,98,90,5
2024-01-06,14,Product_14,Industrial,Valparaiso,7,13792,96544,54,28,8
2024-01-06,15,Product_15,Food,Valparaiso,9,48323,434907,71,20,14
2024-01-06,16,Product_16,Electronics,Valparaiso,7,48021,336147,100,27,4
2024-01-06,17,Product_17,Food,Santiago,3,13433,40299,87,82,12
2024-01-06,18,Product_18,Food,Santiago,7,48001,336007,79,30,11
2024-01-06,19,Product_19,Food,Santiago,1,16016,16016,132,27,7
2024-01-06,20,Product_20,Industrial,Santiago,2,28897,57794,82,54,8
2024-01-06,21,Product_21,Home,Santiago,3,7612,22836,103,54,14
2024-01-06,22,Product_22,Electronics,Concepcion,2,28483,56966,35,52,14
2024-01-06,23,Product_23,Home,Santiago,3,22159,66477,124,24,14
2024-01-06,24,Product_24,Food,Valparaiso,7,49974,349818,94,60,14
2024-01-06,25,Product_25,Food,Concepcion,3,45994,137982,91,47,6
2024-01-06,26,Product_26,Home,Santiago,6,19541,117246,73,26,13
2024-01-06,27,Product_27,Home,Santiago,5,40920,204600,121,92,12
2024-01-06,28,Product_28,Home,Concepcion,4,31531,126124,106,91,9
2024-01-06,29,Product_29,Food,Santiago,2,6585,13170,49,31,14
2024-01-06,30,Product_30,Food,Santiago,4,8943,35772,80,53,11
2024-01-06,31,Product_31,Electronics,Concepcion,8,28939,231512,141,52,9
2024-01-06,32,Product_32,Electronics,Concepcion,5,24457,122285,92,67,3
2024-01-06,33,Product_33,Food,Concepcion,6,6021,36126,90,42,3
2024-01-06,34,Product_34,Home,Concepcion,3,16653,49959,123,81,11
2024-01-06,35,Product_35,Home,Santiago,7,48573,340011,100,56,13
2024-01-06,36,Product_36,Electronics,Concepcion,2,18417,36834,112,63,11
2024-01-06,37,Product_37,Food,Valparaiso,1,45757,45757,92,54,6
2024-01-06,38,Product_38,Electronics,Valparaiso,5,14692,73460,147,84,11
2024-01-06,39,Product_39,Electronics,Valparaiso,7,11873,83111,105,66,5
2024-01-06,40,Product_40,Industrial,Santiago,6,10675,64050,64,97,9
2024-01-06,41,Product_41,Industrial,Concepcion,6,5161,30966,162,22,8
2024-01-06,42,Product_42,Industrial,Concepcion,6,42065,252390,72,20,10
2024-01-06,43,Product_43,Home,Santiago,3,31557,94671,107,24,13
2024-01-06,44,Product_44,Food,Santiago,4,38763,155052,114,33,11
2024-01-06,45,Product_45,Food,Concepcion,8,37606,300848,72,46,7
2024-01-06,46,Product_46,Food,Santiago,11,16534,181874,80,28,3
2024-01-06,47,Product_47,Food,Concepcion,1,34127,34127,58,98,5
2024-01-06,48,Product_48,Industrial,Concepcion,2,45397,90794,128,34,12
2024-01-06,49,Product_49,Home,Valparaiso,3,30851,92553,133,61,14
2024-01-06,50,Product_50,Home,Valparaiso,9,6016,54144,128,96,10
2024-01-07,1,Product_1,Industrial,Santiago,2,24118,48236,121,81,5
2024-01-07,2,Product_2,Food,Santiago,1,40773,40773,115,59,9
2024-01-07,3,Product_3,Electronics,Valparaiso,7,6899,48293,114,99,3
2024-01-07,4,Product_4,Industrial,Concepcion,6,6267,37602,44,72,6
2024-01-07,5,Product_5,Industrial,Concepcion,5,36551,182755,112,43,6
2024-01-07,6,Product_6,Food,Santiago,7,16394,114758,89,45,7
2024-01-07,7,Product_7,Electronics,Concepcion,2,8556,17112,78,79,9
2024-01-07,8,Product_8,Electronics,Valparaiso,4,8890,35560,117,60,9
2024-01-07,9,Product_9,Industrial,Concepcion,6,46606,279636,77,48,13
2024-01-07,10,Product_10,Home,Santiago,6,35740,214440,126,34,6
2024-01-07,11,Product_11,Industrial,Valparaiso,2,19502,39004,90,64,9
2024-01-07,12,Product_12,Industrial,Santiago,6,26777,160662,104,84,13
2024-01-07,13,Product_13,Industrial,Santiago,8,15627,125016,98,90,5
2024-01-07,14,Product_14,Industrial,Concepcion,6,13792,82752,159,28,8
2024-01-07,15,Product_15,Food,Santiago,6,48323,289938,112,20,14
2024-01-07,16,Product_16,Electronics,Concepcion,4,48021,192084,96,27,4
2024-01-07,17,Product_17,Food,Valparaiso,8,13433,107464,129,82,12
2024-01-07,18,Product_18,Food,Valparaiso,5,48001,240005,148,30,11
2024-01-07,19,Product_19,Food,Concepcion,4,16016,64064,101,27,7
2024-01-07,20,Product_20,Industrial,Valparaiso,2,28897,57794,69,54,8
2024-01-07,21,Product_21,Home,Concepcion,1,7612,7612,93,54,14
2024-01-07,22,Product_22,Electronics,Valparaiso,5,28483,142415,20,52,14
2024-01-07,23,Product_23,Home,Valparaiso,7,22159,155113,120,24,14
2024-01-07,24,Product_24,Food,Concepcion,4,49974,199896,117,60,14
2024-01-07,25,Product_25,Food,Concepcion,2,45994,91988,129,47,6
2024-01-07,26,Product_26,Home,Concepcion,7,19541,136787,59,26,13
2024-01-07,27,Product_27,Home,Concepcion,6,40920,245520,163,92,12
2024-01-07,28,Product_28,Home,Concepcion,3,31531,94593,112,91,9
2024-01-07,29,Product_29,Food,Concepcion,4,6585,26340,114,31,14
2024-01-07,30,Product_30,Food,Valparaiso,7,8943,62601,134,53,11
2024-01-07,31,Product_31,Electronics,Valparaiso,2,28939,57878,74,52,9
2024-01-07,32,Product_32,Electronics,Concepcion,10,24457,244570,162,67,3
2024-01-07,33,Product_33,Food,Valparaiso,2,6021,12042,113,42,3
2024-01-07,34,Product_34,Home,Santiago,6,16653,99918,111,81,11
2024-01-07,35,Product_35,Home,Concepcion,5,48573,242865,112,56,13
2024-01-07,36,Product_36,Electronics,Valparaiso,6,18417,110502,100,63,11
2024-01-07,37,Product_37,Food,Valparaiso,2,45757,91514,62,54,6
2024-01-07,38,Product_38,Electronics,Santiago,6,14692,88152,118,84,11
2024-01-07,39,Product_39,Electronics,Santiago,7,11873,83111,48,66,5
2024-01-07,40,Product_40,Industrial,Valparaiso,5,10675,53375,87,97,9
2024-01-07,41,Product_41,Industrial,Santiago,5,5161,25805,67,22,8
2024-01-07,42,Product_42,Industrial,Concepcion,6,42065,252390,121,20,10
2024-01-07,43,Product_43,Home,Valparaiso,8,31557,252456,126,24,13
2024-01-07,44,Product_44,Food,Concepcion,1,38763,38763,87,33,11
2024-01-07,45,Product_45,Food,Valparaiso,4,37606,150424,126,46,7
2024-01-07,46,Product_46,Food,Santiago,4,16534,66136,122,28,3
2024-01-07,47,Product_47,Food,Santiago,1,34127,34127,120,98,5
2024-01-07,48,Product_48,Industrial,Concepcion,3,45397,136191,23,34,12
2024-01-07,49,Product_49,Home,Santiago,3,30851,92553,124,61,14
2024-01-07,50,Product_50,Home,Valparaiso,6,6016,36096,140,96,10
2024-01-08,1,Product_1,Industrial,Valparaiso,6,24118,144708,61,81,5
2024-01-08,2,Product_2,Food,Santiago,5,40773,203865,46,59,9
2024-01-08,3,Product_3,Electronics,Valparaiso,7,6899,48293,98,99,3
2024-01-08,4,Product_4,Industrial,Santiago,9,6267,56403,113,72,6
2024-01-08,5,Product_5,Industrial,Santiago,3,36551,109653,122,43,6
2024-01-08,6,Product_6,Food,Concepcion,6,16394,98364,134,45,7
2024-01-08,7,Product_7,Electronics,Valparaiso,5,8556,42780,101,79,9
2024-01-08,8,Product_8,Electronics,Valparaiso,6,8890,53340,187,60,9
2024-01-08,9,Product_9,Industrial,Valparaiso,4,46606,186424,66,48,13
2024-01-08,10,Product_10,Home,Santiago,7,35740,250180,69,34,6
2024-01-08,11,Product_11,Industrial,Valparaiso,5,19502,97510,81,64,9
2024-01-08,12,Product_12,Industrial,Valparaiso,3,26777,80331,146,84,13
2024-01-08,13,Product_13,Industrial,Concepcion,3,15627,46881,141,90,5
2024-01-08,14,Product_14,Industrial,Valparaiso,8,13792,110336,134,28,8
2024-01-08,15,Product_15,Food,Santiago,4,48323,193292,126,20,14
2024-01-08,16,Product_16,Electronics,Valparaiso,3,48021,144063,131,27,4
